Original Order,Name,Title,Company,Youtube URL
268,Nina Buik,—,Connect Worldwide,https://www.youtube.com/watch?v=78F6-dYY7FY
269,Beth White,CMO,ServiceNow,https://www.youtube.com/watch?v=359buNsYgO4
270,Shane Robison,—,Fusion-io,https://www.youtube.com/watch?v=E2XAVOmyWV8
271,Jeremy Burton,—,EMC,https://www.youtube.com/watch?v=N5S-jtzFQaw
272,Sanjay Sarathy,CMO,Sumo Logic,https://www.youtube.com/watch?v=xLzC7euPAyw
273,Jack Norris,CMO,MapR,https://www.youtube.com/watch?v=-60I4vLXKxg
274,Karen Quintos,—,Dell,https://www.youtube.com/watch?v=yuHJ0xj0_kM
275,Steve Sommer,CMO,Splunk,https://www.youtube.com/watch?v=fHU7sL6Ixxw
276,Rick Jackson,CMO,VMware,https://www.youtube.com/watch?v=T8fSG4oK48U
277,Jeremy Burton,CMO,EMC,https://www.youtube.com/watch?v=P77PqfzhiLM
278,Jeremy Burton,CMO,EMC,https://www.youtube.com/watch?v=yUYJYi33tUA
279,David Parsons,VP - Global Alliances & CMO,CSC,https://www.youtube.com/watch?v=Ct9AcyRMrOo
280,Jeremy Burton,CMO,EMC,https://www.youtube.com/watch?v=ksIoJAKiYGA
281,David Parsons,VP of Global Alliances & CMO,CSC,https://www.youtube.com/watch?v=TGhEPxJhFUU
282,Anubhav Saxena,CMO,HCL,https://www.youtube.com/watch?v=FNNStsNemyg
283,—,Chief Marketing Officer,VMware,https://www.youtube.com/watch?v=v8VDv43SzAk
284,Lauren Flaherty,EVP & CMO,Juniper Networks,https://www.youtube.com/watch?v=MzTdmXmGYVs
285,Jonathan Becher,—,SAP,https://www.youtube.com/watch?v=fkz_N1lnNuw
286,David Parsons,Corporate VP of Global Alliances & CMO,CSC,https://www.youtube.com/watch?v=epdon21Mv6c
287,Siki Giunta,VP of Cloud Division,CSC,https://www.youtube.com/watch?v=epdon21Mv6c
288,Rick Jackson,CMO,VMware,https://www.youtube.com/watch?v=OfK9dbZm6Uc
289,Dan Roger,Chief Marketing Officer,ServiceNow,https://www.youtube.com/watch?v=owPlKiH_qgk
290,Allison Dew,–,–,https://www.youtube.com/watch?v=HATTu3ygMEA
291,Kash Shaikh,–,–,https://www.youtube.com/watch?v=bs7lwnb2Mhw
292,Ben Gibson,CMO,Nutanix,https://www.youtube.com/watch?v=VGbo_2I08Ko
293,Brian Sommer,Industry Analyst,TechVentive,https://www.youtube.com/watch?v=nKOhl6Ejejk
294,Mark Boulton,CMO,IFS,https://www.youtube.com/watch?v=nKOhl6Ejejk
295,Antony Bourne,VP Global Industry Solutions,IFS,https://www.youtube.com/watch?v=nKOhl6Ejejk
296,Stefan Willkommer,CEO,TechDivision,https://www.youtube.com/watch?v=FerBo8ZdOsU
297,Dr. Markus Reheis,CMO,Gabor Shoes,https://www.youtube.com/watch?v=FerBo8ZdOsU
298,Ben Gibson,CMO,Nutanix,https://www.youtube.com/watch?v=BDv1Kgb2a4Y
299,Eric Herzog,CMO & VP of Global Channels,IBM Storage Systems,https://www.youtube.com/watch?v=VxHEPhLX-kE
300,Brian Reagan,Chief Marketing Officer,Actifio,https://www.youtube.com/watch?v=qM4-UKzu05A
301,Mike Errity,VP North America,IBM Resiliency Services,https://www.youtube.com/watch?v=qM4-UKzu05A
302,Lynn Lucas,CMO,Cohesity,https://www.youtube.com/watch?v=LOmyi_TsBPc
303,Blaine Mathieu,–,–,https://www.youtube.com/watch?v=7vytpIWgmQw
304,Daniel Raskin,–,–,https://www.youtube.com/watch?v=J9aqlUa3iHc
305,Eric Herzog,CMO & VP of Worldwide Storage Channels,IBM Storage Channels,https://www.youtube.com/watch?v=TrlGa3YEqDk
306,Eric Herzog,CMO & VP of Worldwide Storage Channels,IBM Storage Channels,https://www.youtube.com/watch?v=pW08KMhKfkw
307,Dan Rogers,CMO,ServiceNow,https://www.youtube.com/watch?v=L0y_LZ3TaAU
308,Eric Herzog,Chief Marketing Officer,IBM Storage Systems,https://www.youtube.com/watch?v=29hbo43dIE0
309,Robson Grieve,Chief Marketing Officer,New Relic Inc.,https://www.youtube.com/watch?v=A7s5rT6tQmY
310,Bobby Patrick,CMO,UiPath,https://www.youtube.com/watch?v=kxo-f-z9lzk
311,Nancy Pearson,CMO,OpenLink,https://www.youtube.com/watch?v=BC5m_miiVt8
312,Lawrence Schwartz,CMO,SoftwareONE,https://www.youtube.com/watch?v=akdbPtQiZrg
313,Simon West,CMO,Cyxtera,https://www.youtube.com/watch?v=gJmCYOQuroQ
314,Matt Morgan,CMO,Druva,https://www.youtube.com/watch?v=Wtc_A6NamgY
315,Jean English,–,NetApp,https://www.youtube.com/watch?v=ZJBI5mwd0TU
316,Jeff Veis,–,–,https://www.youtube.com/watch?v=jgPIjkNuFR0
317,Dr. Mark Ramsey,–,–,https://www.youtube.com/watch?v=FbtY0M6EPd4
318,Bruno Aziza,–,–,https://www.youtube.com/watch?v=FbtY0M6EPd4
319,Brian Goldfarb,CMO,Splunk,https://www.youtube.com/watch?v=TxQApC4GFmA
320,Lynn Lucas,–,Veritas,https://www.youtube.com/watch?v=vIX9bN_8yWA
321,Robin Matlock,–,VMware,https://www.youtube.com/watch?v=lX-hRHZDrpk
322,Eric Herzog,IBM Storage Systems,IBM,https://www.youtube.com/watch?v=0aS5ORGu0oE
323,Steven Kenniston,The Storage Alchemist,–,https://www.youtube.com/watch?v=0aS5ORGu0oE
324,Eric Herzog,IBM Storage Systems,IBM,https://www.youtube.com/watch?v=qGIROVt2HcE
325,Sam Werner,IBM Software Defined Storage,IBM,https://www.youtube.com/watch?v=qGIROVt2HcE
326,Josh Epstein,CMO,Kaminario,https://www.youtube.com/watch?v=tWNIGOII4AM
327,Eyal David,CTO,Kaminario,https://www.youtube.com/watch?v=tWNIGOII4AM
328,Randy Arseneau,INFINIDAT,INFINIDAT,https://www.youtube.com/watch?v=-33sItcspLo
329,Brian Carmody,INFINIDAT,INFINIDAT,https://www.youtube.com/watch?v=-33sItcspLo
330,Matthew Morgan,CMO,Druva,https://www.youtube.com/watch?v=cf1vPcFW5to
331,Jaspreet Singh,CEO,Druva,https://www.youtube.com/watch?v=cf1vPcFW5to
332,Jeremy Burton,–,Dell,https://www.youtube.com/watch?v=M6MA_znnIhk
333,Karen Steele,GVP Corporate Marketing,Marketo,https://www.youtube.com/watch?v=ZeJ8b3nORZU
334,David Gee,CMO,Zuora,https://www.youtube.com/watch?v=tx1L51WXrc0
335,Chip Coyle,–,–,https://www.youtube.com/watch?v=bSfOFtxbf_U
336,Itamar Ankorion,CMO,Attunity,https://www.youtube.com/watch?v=eUccjH2UYCU
337,Arvind Rajagopalan,Director - Global Technology Services,Verizon,https://www.youtube.com/watch?v=eUccjH2UYCU
338,David Hseih,CMO,Qubole,https://www.youtube.com/watch?v=R666aLzZWT4
339,Matt Howard,Executive VP & CMO,Sonatype,https://www.youtube.com/watch?v=R01xef1dYAg
340,Sally Jenkins,EVP & Chief Marketing Officer,Informatica,https://www.youtube.com/watch?v=RQgKzvyQGtQ
341,Jeremy Burton,CMO,Dell,https://www.youtube.com/watch?v=O7dYr7XP_dA
342,Dan Rogers,–,ServiceNow,https://www.youtube.com/watch?v=CJyyRUOw4NQ
343,Laura Ipsen,GM and SVP of Oracle Marketing Cloud,Oracle,https://www.youtube.com/watch?v=EsYl_Txwhac
344,Kristen O'Hara,Chief Marketing Officer for Global Media,Time Warner,https://www.youtube.com/watch?v=EsYl_Txwhac
345,Brian Goldfarb,CMO,Splunk,https://www.youtube.com/watch?v=iOAvU3tx8hE
346,Alan Nance,–,–,https://www.youtube.com/watch?v=RgAdt9bONSg
347,Martin Lidl,–,Deloitte,https://www.youtube.com/watch?v=kwGYo8anwjw
348,Chris Murphy,IT Solution Architect,–,https://www.youtube.com/watch?v=kwGYo8anwjw
349,Itamar Ankorion,CMO,Attunity,https://www.youtube.com/watch?v=kwGYo8anwjw
350,Ben Parr,Co-Founder & CMO,Octane AI,https://www.youtube.com/watch?v=riKER3eQixs
351,Manish Gupta,Chief Marketing Officer,Redis Labs,https://www.youtube.com/watch?v=gCaYy-kYSeA
352,David Gee,CMO,Zuora,https://www.youtube.com/watch?v=cuoWZKkBhX8
353,Bobby Patrick,CMO,HPE Cloud,https://www.youtube.com/watch?v=RULJUGmz44k
354,Randy Arseneau,CMO,INFINIDAT,https://www.youtube.com/watch?v=Eg3NCDVAITs
355,Michelle Peluso,–,IBM,https://www.youtube.com/watch?v=fTaageUbfYo
356,Stephen Kelly,–,Avanade,https://www.youtube.com/watch?v=4J8Fq1Fgs2E
357,Stella Goulet,–,Avanade,https://www.youtube.com/watch?v=4J8Fq1Fgs2E
358,Marie Hattar,CMO,Ixia,https://www.youtube.com/watch?v=22sAY8oHcBo
359,Michele Chambers,–,Continuum Analytics,https://www.youtube.com/watch?v=bHQSVwwF5AE
360,Jacqueline Woods,–,IBM,https://www.youtube.com/watch?v=-IMnWRfev5o
361,Steve Pao,CMO,Igneous Systems,https://www.youtube.com/watch?v=cVhBBBLGFb8
362,Subbu Iyer,–,Riverbed,https://www.youtube.com/watch?v=FkDGrm_FYAw
363,Lawrence Schwartz,–,SoftwareONE,https://www.youtube.com/watch?v=LNbsl17zF4s
364,Randy Arseneau,–,INFINIDAT,https://www.youtube.com/watch?v=AsPjie2-U4c
365,Steve Kenniston,–,INFINIDAT,https://www.youtube.com/watch?v=AsPjie2-U4c
366,Robin Matlock,–,VMware,https://www.youtube.com/watch?v=1HXZZTzYgiQ
367,Mike Davis,–,NooBaa,https://www.youtube.com/watch?v=jJr0PO1psys
368,Yuval Dimnik,–,NooBaa,https://www.youtube.com/watch?v=jJr0PO1psys
369,Randy Arsenau,CMO,INFINIDAT,https://www.youtube.com/watch?v=Xm4Y2hpkMv0
370,Steve Kenniston,VP of Product Marketing,INFINIDAT,https://www.youtube.com/watch?v=Xm4Y2hpkMv0
371,Howard Ting,–,Nutanix,https://www.youtube.com/watch?v=E00Ibfhwpz8
372,Ashely Stirrup,–,Talend,https://www.youtube.com/watch?v=fas0hxVXgYE
373,Bobby Patrick,–,HPE,https://www.youtube.com/watch?v=Yg3IoUAWM-E
374,Dave McCrory,–,Basho,https://www.youtube.com/watch?v=Yg3IoUAWM-E
375,Jim Davis,–,Informatica,https://www.youtube.com/watch?v=3FQYm1Gxlz4
376,Eric Reynolds,–,The Clorox Company,https://www.youtube.com/watch?v=TXhUmL0ZbrA
377,Steve Krause,–,Oracle Marketing Cloud,https://www.youtube.com/watch?v=9pmni-i1hOs
378,Lawrence Schwartz,–,Attunity,https://www.youtube.com/watch?v=H8WopsQYr68
379,Jim Davis,–,Informatica,https://www.youtube.com/watch?v=XjHLBySKpa8
380,West Durow,–,Mitel Networks,https://www.youtube.com/watch?v=aWAJlyRZi50
381,Sajeel Hussain,–,CafeX,https://www.youtube.com/watch?v=Za8HE1zkAt4
382,Jack Norris,–,MapR,https://www.youtube.com/watch?v=3YMDkh9M0WQ
383,Bobby Patrick,–,HPE,https://www.youtube.com/watch?v=5DEgnXNq4d4
384,Elle Shelley,–,Local Motors,https://www.youtube.com/watch?v=Sj8bH4fNvg0
385,Jay Rodgers,–,Local Motors,https://www.youtube.com/watch?v=Sj8bH4fNvg0
386,Karen Quintos,–,Dell,https://www.youtube.com/watch?v=yymHd4zh1PE
387,Mick Slattery,–,Avanade,https://www.youtube.com/watch?v=g0EaqRuPojU
388,Stella Goulet,–,Avanade,https://www.youtube.com/watch?v=g0EaqRuPojU
389,Quentin Gallivan,–,Pentaho,https://www.youtube.com/watch?v=IU7XPGNsDoA
390,Rosanne Saccone,–,Pentaho,https://www.youtube.com/watch?v=pEPMelVpL6M
391,Bruno Aziza,–,AtScale,https://www.youtube.com/watch?v=dIU-wX0ZJ-k
392,Lawrence Schwartz,–,Attunity,https://www.youtube.com/watch?v=pFvTtJ_nSlI
393,Steve Sommer,–,Splunk,https://www.youtube.com/watch?v=snKJwq5nSQI
394,Narayan Venkat,–,Tegile,https://www.youtube.com/watch?v=BJCyuqWU5W0
